,Food Name,Protein,Fat,Carbs,Sugar,Calories,cluster
4531,"Whiting, boiled, microwaved, steamed or poached, with or without added fat",23.3,1.1,0.0,0.0,103.10000000000001,green
4532,"Whiting, coated, takeaway outlet, deep fried",1.6,16.3,9.5,0.2,188.72500000000002,green
4533,"Whiting, coated, baked, roasted, fried, deep fried, grilled, or BBQ'd, fat not further defined",2.1,8.8,6.6,0.4,112.35000000000001,green
4534,"Whiting, coated, packaged frozen, baked, roasted, fried, grilled, or BBQ'd, with or without added fat",22.4,6.1,7.4,0.4,172.25,green
4535,"Fish, eel, raw",17.1,16.6,0.0,0.0,217.8,yellow
4536,"Fish, eel, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat",23.4,22.7,0.0,0.0,297.9,yellow
4537,"Fish, eel, baked, roasted, fried, stir-fried, deep fried, grilled or BBQ'd, fat not further defined",22.7,2.6,0.0,0.0,114.2,green
4538,"Fish, sashimi, raw, not further defined",2.3,5.9,0.0,0.0,62.3,green
4539,"Fish, white flesh, raw, not further defined",2.0,1.6,0.0,0.0,22.4,green
4540,"Fish, white flesh, baked, roasted, fried, grilled or BBQ'd, no added fat",26.3,2.2,0.0,0.0,125.0,green
4541,"Fish, white flesh, baked, roasted, grilled, BBQ'd, fried or deep fried, fat not further defined",2.6,8.9,0.0,0.0,90.50000000000001,green
4542,"Fish, white flesh, boiled, microwaved, steamed or poached, with or without added fat",23.7,2.5,0.0,0.0,117.3,green
4543,"Fish, white flesh, battered, packaged frozen, baked, roasted, fried, grilled or BBQ'd, with or without added fat",12.2,19.3,10.2,0.6,260.75,yellow
4544,"Fish, white flesh, battered, takeaway outlet, deep fried",14.1,13.6,11.7,0.0,222.67499999999998,yellow
4545,"Fish, white flesh, coated, baked, roasted, fried, deep fried, grilled or BBQ'd, fat not further defined",21.3,9.7,6.6,0.4,197.25,green
4546,"Fish, white flesh, crumbed, packaged frozen, baked, roasted, fried, grilled or BBQ'd, with or without added fat",11.8,14.5,12.8,0.7,225.7,yellow
4547,"Fish, white flesh, crumbed, takeaway outlet, deep fried",16.2,16.4,17.8,1.2,279.15,yellow
4548,"Crab, flesh, purchased steamed, poached or boiled",14.9,0.6,0.0,0.0,65.0,green
4549,"Crab, flesh, cooked, fat not further defined",14.7,1.5,0.0,0.0,72.3,green
4550,"Crab, flesh, coated, fried or deep fried, fat not further defined",15.7,8.3,6.4,0.4,161.5,green
4551,"Jellyfish, coated, baked, roasted, fried, grilled or BBQ'd, fat not further defined",17.4,8.9,6.3,0.4,173.325,green
4552,"Lobster or crayfish, flesh, purchased steamed, poached or boiled, no added fat",2.2,0.9,0.0,0.0,16.9,green
4553,"Lobster or crayfish, flesh, coated, fried or deep-fried, fat not further defined",15.3,13.1,11.7,0.0,222.975,yellow
4554,"Moreton bay bug or balmain bug, flesh, raw",2.2,0.9,0.0,0.0,16.9,green
4555,"Moreton bay bug, cooked, with or without fat",27.5,1.1,0.0,0.0,119.9,green
4556,"Mussel, blue, boiled, microwaved, steamed or poached, no added fat",1.6,2.3,4.7,0.0,44.725,green
4557,"Mussel, green, boiled, microwaved, steamed or poached, no added fat",15.3,2.6,5.3,0.1,104.47500000000001,green
4558,"Mussel, cooked, with or without added fat",15.6,2.5,0.5,0.5,86.775,green
4559,"Octopus, raw",14.9,0.1,0.0,0.0,60.5,green
4560,"Octopus, cooked, with or without added fat",16.6,1.2,0.0,0.0,77.2,green
4561,"Octopus, marinated, baked, grilled, fried or BBQ'd, fat not further defined",14.1,0.3,0.9,0.7,62.475,green
4562,"Octopus, coated, takeaway outlet, fried, fat not further defined",11.2,14.9,8.5,0.1,210.77499999999998,green
4563,"Oyster, raw",12.2,2.4,0.6,0.0,72.64999999999999,green
4564,"Oyster, cooked, with or without added fat",12.2,2.4,0.6,0.0,72.64999999999999,green
4565,"Pipi, wild harvested, cooked",12.2,2.4,0.6,0.0,72.64999999999999,green
4566,"Prawn, king or medium, raw (green)",20.5,0.6,0.0,0.0,87.4,green
4567,"Prawn, king or medium, flesh, baked, roasted, fried, grilled or BBQ'd, no added fat",25.6,0.8,0.0,0.0,109.60000000000001,green
4568,"Prawn, king or medium, flesh, baked, roasted, fried, grilled or BBQ'd, fat not further defined",25.4,0.2,0.0,0.0,103.39999999999999,green
4569,"Prawn, king or medium, flesh, boiled, microwaved, steamed or poached, no added fat",23.7,0.9,0.0,0.0,102.89999999999999,green
4570,"Prawn, king or medium, flesh, boiled, microwaved, steamed or poached, fat not further defined",23.5,1.9,0.0,0.0,111.1,green
4571,"Prawn, school, flesh, boiled, microwaved, steamed or poached, no added fat",17.1,0.8,0.0,0.0,75.60000000000001,green
4572,"Prawn, coated, packaged frozen, baked, roasted, fried, grilled or BBQ'd, fat not further defined",18.8,8.4,20.4,0.0,227.3,yellow
4573,"Prawn, coated, fried or deep fried, fat not further defined",21.1,8.3,6.4,0.4,183.10000000000002,green
4574,"Prawn, coated, takeaway outlet, deep fried",1.3,1.5,20.4,1.2,95.2,green
4575,"Scallop, with roe, raw",13.6,0.8,1.7,0.4,67.975,green
4576,"Scallop with or without roe, baked, roasted, grilled, fried or BBQ'd, no added fat",1.7,0.9,2.1,0.5,22.775,green
4577,"Scallop with or without roe, baked, roasted, grilled, fried, deep fried or BBQ'd, fat not further defined",16.2,0.7,0.2,0.5,71.85,green
4578,"Scallop with or without roe, boiled, microwaved, steamed or poached, with or without added fat",22.2,1.5,0.5,0.0,104.175,green
4579,"Scallop with or without roe, coated, baked, roasted, grilled or BBQ'd, fat not further defined",14.5,6.3,9.3,0.9,149.575,green
4580,"Scallop with or without roe, coated, takeaway outlet, deep fried",10.4,25.2,8.5,0.4,300.275,yellow
4581,"Squid or calamari, raw",16.7,1.2,0.0,0.0,77.6,green
4582,"Squid or calamari, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat",20.9,1.5,0.0,0.0,97.1,green
4583,"Squid or calamari, baked, roasted, fried, stir-fried, deep fried, grilled or BBQ'd, fat not further defined",19.8,7.6,0.0,0.0,147.6,green
4584,"Squid or calamari, boiled, microwaved, steamed or poached, with or without added fat",20.8,2.1,0.0,0.0,102.10000000000001,green
4585,"Squid or calamari, battered, takeaway outlet, deep fried",12.9,17.2,7.7,0.0,235.27499999999998,yellow
4586,"Squid or calamari, crumbed, takeaway outlet, deep fried",18.3,17.1,16.3,0.0,288.225,yellow
4587,"Squid or calamari, coated, baked, roasted, fried, grilled or BBQ'd, fat not further defined",17.4,8.9,6.3,0.4,173.325,green
4588,"Squid or calamari, coated, packaged frozen, baked, roasted, fried, grilled or BBQ'd, with or without added fat",10.2,6.9,22.2,0.5,186.15,green
4589,"Yabby (yabbie), flesh, cooked, no added fat",2.2,0.9,0.0,0.0,16.9,green
4590,"Mixed seafood, contains fish & shellfish, raw",21.4,0.3,0.6,0.1,90.55,green
4591,"Mixed seafood, contains fish & shellfish, baked, roasted, fried, grilled or BBQ'd, with or without added fat",27.9,4.1,0.6,0.1,150.75,green
4592,"Mixed seafood, contains fish & shellfish, boiled, microwaved, steamed or poached, with or without added fat",24.7,3.9,0.6,0.1,136.15,green
4593,"Mixed seafood, contains fish & shellfish, coated, baked, roasted, grilled, BBQ'd, fried or deep fried, fat not further defined",21.9,1.0,10.8,0.7,137.1,green
4594,"Mixed seafood, tempura coating, fried or deep fried, fat not further defined",17.7,1.3,5.3,0.0,102.375,green
4595,"Mixed seafood, contains fish & shellfish, cooked, not further defined",23.2,5.7,0.4,0.3,145.6,green
4596,"Mixed seafood (except finfish), wild-harvested, raw",13.9,2.4,2.8,0.3,87.7,green
4597,"Mixed seafood, for use in garden salad recipes",20.5,0.1,2.3,0.6,91.525,green
4598,Prawn cocktail,9.3,9.3,4.3,3.9,137.025,green
4599,"Anchovy, canned",25.4,8.9,0.0,0.0,181.7,green
4600,"Cod, Atlantic, dried, salted",62.8,2.4,0.0,0.0,272.8,yellow
4601,"Cod, smoked, raw",18.8,0.1,0.0,0.0,76.10000000000001,green
4602,"Cod or hake, smoked, boiled, microwaved, steamed or poached, no added fat",20.1,1.5,0.0,0.0,93.9,green
4603,"Crabmeat, canned in brine, undrained",11.1,0.5,1.1,1.1,53.025,green
4604,"Fish ball, Asian style, purchased cooked",16.9,3.2,4.5,1.5,113.27499999999999,green
4605,"Fish ball, packaged frozen, boiled, steamed, poached, microwaved, no fat added",20.1,3.9,5.3,1.8,135.375,green
4606,"Fish patty or cake, fried, fat not further defined",13.5,8.2,7.9,0.8,157.425,green
4607,"Fish patty or cake, crumbed, fried, fat not further defined",13.6,7.8,14.3,1.2,178.225,green
4608,"Fish patty or cake, packaged frozen, baked, roasted, fried, grilled or BBQ'd, fat not further defined",12.2,13.1,15.7,1.3,225.575,yellow
4609,"Fish patty or cake, takeaway outlet, deep fried",11.7,14.6,24.6,0.8,270.45,yellow
4610,"Fish finger, crumbed, packaged frozen, raw",12.1,11.6,16.5,1.4,214.67499999999998,yellow
4611,"Fish finger, crumbed, packaged frozen, baked, roasted, fried or grilled, no added fat",13.8,13.2,18.8,1.6,244.5,yellow
4612,"Fish finger, crumbed, packaged frozen, baked, roasted, fried, grilled or BBQ'd, fat not further defined",13.1,17.6,17.9,1.5,277.925,yellow
4613,"Fish bite or cocktail, crumbed, takeaway outlet, deep fried",12.9,17.4,17.6,1.5,274.2,yellow
4614,"Salmon patty or cake, crumbed, fried, fat not further defined",1.3,9.2,14.6,1.4,142.75,green
4615,Fish paste or spread,14.9,6.9,7.8,0.0,150.95,green
4616,"Fish roe (caviar), black",10.9,5.4,0.0,0.0,92.2,green
4617,"Fish roe (caviar), red",19.2,8.2,0.0,0.0,150.6,green
4618,"Herring, Atlantic, pickled",14.2,1.8,7.7,7.7,101.875,green
4619,"Mussel, smoked, canned in oil, drained",20.8,10.4,4.1,0.0,192.175,green
4620,"Oyster, smoked, canned in oil, drained",17.4,1.2,0.7,0.0,83.02499999999999,green
4621,"Salmon, pink, unflavoured, canned in brine, drained",20.7,6.2,0.0,0.0,138.6,green
4622,"Salmon, pink, unflavoured, canned in water, drained",21.9,6.5,0.0,0.0,146.1,green
4623,"Salmon, red, unflavoured, canned in brine, drained",24.4,5.5,0.0,0.0,147.1,green
4624,"Salmon, red, unflavoured, canned in water, drained",21.9,8.9,0.0,0.0,167.7,green
4625,"Salmon, unflavoured, canned in brine, drained",23.1,5.7,0.0,0.0,143.70000000000002,green
4626,"Salmon, unflavoured, canned in oil",21.5,10.7,0.0,0.0,182.3,green
4627,"Salmon, unflavoured, canned in water, drained",21.9,6.7,0.0,0.0,147.9,green
4628,"Salmon, unflavoured, canned, drained",22.9,5.8,0.0,0.0,143.79999999999998,green
4629,"Salmon, flavoured, canned, drained",16.8,5.4,0.6,4.4,118.05000000000001,green
4630,"Salmon, canned, drained, not further defined",22.2,5.8,0.7,0.5,143.625,green
4631,"Salmon, smoked, sliced",2.3,0.9,0.0,0.0,17.299999999999997,green
4632,"Sardine, canned in oil, undrained",17.6,26.6,0.0,0.0,309.8,yellow
4633,"Sardine, canned in oil, drained",21.8,15.7,0.0,0.0,228.5,yellow
4634,"Sardine, canned in tomato sauce, undrained",1.7,9.9,1.4,1.4,101.15,green
4635,"Sardine, canned in water, drained",21.5,9.6,0.0,0.0,172.39999999999998,green
4636,"Seafood or fish stick (surimi), packaged frozen, raw",9.8,0.8,10.3,3.1,85.025,green
4637,"Seafood or fish stick (surimi), packaged frozen, fried, peanut oil",11.5,4.8,12.4,4.1,135.7,green
4638,"Seafood or fish stick (surimi), packaged frozen, boiled, microwaved, steamed or poached, no added fat",11.2,0.9,11.7,3.5,96.775,green
4639,"Seafood or fish stick (surimi), coated, takeaway outlet, deep fried",0.8,15.1,15.7,2.2,197.975,green
4640,"Smoked fish (including eel & trout), smoked",27.8,4.3,0.0,0.0,149.9,green
4641,"Tuna, unflavoured, canned in brine, drained",25.5,2.6,0.0,0.0,125.4,green
4642,"Tuna, unflavoured, canned in vegetable oil, drained",24.4,13.7,0.0,0.0,220.89999999999998,yellow
4643,"Tuna, unflavoured, canned in water, drained",24.8,2.6,0.0,0.0,122.60000000000001,green
4644,"Tuna, flavoured, canned, drained",1.8,5.8,3.3,2.5,71.775,green
4645,"Tuna, canned, not further defined",2.3,6.6,0.9,0.7,71.975,green
4646,"Bar, muesli or snack, plain or with 10% dried fruit",6.3,11.2,67.7,23.6,379.875,yellow
4647,"Bar, muesli or snack, plain or with 10% dried fruit, added vitamins B1, B2, B3, folate & Fe",6.3,11.2,67.7,23.6,379.875,yellow
4648,"Bar, muesli or snack, plain or with 10% dried fruit, chocolate-coated",6.3,15.7,58.4,24.4,385.5,yellow
4649,"Bar, muesli or snack, plain or with 10% dried fruit, high fibre, added vitamins B1, B2, B3, B6, E, & folate, Fe & Zn",7.2,7.8,49.2,14.7,283.5,yellow
4650,"Bar, muesli or snack, plain or with 10% dried fruit, yoghurt-coated",6.6,13.9,59.5,23.1,374.625,yellow
4651,"Bar, muesli or snack, plain or with 10% dried fruit, yoghurt-coated, added vitamins B1, B2, B3, folate & Fe",5.5,14.4,67.9,30.8,406.225,yellow
4652,"Bar, muesli or snack, with 10% dried fruit & 5% nuts",7.1,13.3,64.8,22.6,391.1,yellow
4653,"Bar, muesli or snack, with 10% dried fruit & 10% nuts",7.9,15.5,61.8,21.6,402.85,yellow
4654,"Bar, muesli or snack, with 10% dried fruit & 45% nuts, chocolate-coated",13.2,33.7,41.2,26.9,510.6,yellow
4655,"Bar, muesli or snack, with 10% dried fruit & 60% nuts",14.6,34.6,37.6,2.0,510.8,yellow
4656,"Bar, muesli or snack, with 10% dried fruit & 60% nuts, yoghurt-coated",12.8,30.7,41.9,25.6,484.625,yellow
4657,"Bar, muesli or snack, with 15% dried fruit & 15% nuts, yoghurt-coated",8.6,20.3,51.5,20.2,410.225,yellow
4658,"Bar, muesli or snack, with 15% dried fruit & 25% nuts, added vitamins B1, B2, B3, C & folate, Fe, & Zn",10.3,24.2,47.2,26.2,436.0,yellow
4659,"Bar, muesli or snack, with 20% dried fruit & 20% nuts, chocolate base",9.3,20.4,51.2,29.3,412.8,yellow
4660,"Bar, muesli or snack, with 20% dried fruit & 5% nuts",8.6,12.7,55.9,20.4,358.325,yellow
4661,"Bar, muesli or snack, with 30% dried fruit & 30% nuts",9.4,19.3,50.6,26.5,401.05,yellow
4662,"Bar, muesli or snack, with 30% dried fruit, yoghurt-coated, added vitamins B1, B2, B3, folate & Fe",5.8,6.1,71.8,39.8,347.35,yellow
4663,"Bar, muesli or snack, with 10% nuts",8.4,1.5,59.5,1.6,270.225,yellow
4664,"Bar, muesli or snack, with 10% nuts, added flaxseeds",9.9,1.4,59.9,15.5,276.825,yellow
4665,"Bar, muesli or snack, with 10% nuts, chocolate-coated",8.2,18.1,58.8,23.7,416.2,yellow
4666,"Bar, muesli or snack, with 70% nuts",15.7,39.7,27.2,20.7,522.1,yellow
4667,"Bar, muesli or snack, with 70% nuts, added vitamins B1, B2, B3, C & folate, Fe, & Zn",19.4,41.6,2.7,16.9,462.125,yellow
4668,"Bar, muesli or snack, with caramel & sesame seeds",8.1,22.8,5.6,36.8,258.6,yellow
4669,"Bar, muesli or snack, with chocolate chips or coating",0.7,11.9,68.9,19.9,368.275,yellow
4670,"Bar, muesli or snack, fruit filled, baked",3.9,0.3,71.1,31.4,284.925,yellow
4671,"Bar, muesli or snack, fruit filled, high fibre, baked",4.4,0.1,62.5,27.5,252.875,yellow
4672,"Bar, muesli or snack, gluten free, with 20% dried fruit & 20% seeds",0.7,13.1,57.4,28.2,335.95,yellow
4673,"Bar, muesli or snack, made from breakfast cereal",8.4,0.5,66.9,24.5,288.975,yellow
4674,"Bar, muesli or snack, made from breakfast cereal with dried fruit",8.4,0.5,66.9,24.5,288.975,yellow
4675,"Bar, muesli or snack, made from breakfast cereal with milk solids",7.9,9.6,6.0,26.2,140.5,green
4676,"Bar, muesli or snack, made from breakfast cereal with nuts",6.8,9.8,59.8,12.5,339.65,yellow
4677,"Bar, muesli or snack, made from breakfast cereal, with chocolate & nuts, added vitamins B1, B2, B3, C & folate, Fe & Zn",11.6,34.2,41.5,27.1,509.825,yellow
4678,"Bar, muesli or snack, made from breakfast cereal, with chocolate coating, added vitamins B1, B2, B3, B6 & folate, Ca, Fe & Zn",12.2,8.2,72.8,33.4,395.6,yellow
4679,"Bar, muesli or snack, made from puffed rice, added vitamins B1, B2, B3, C & folate, Fe, & Zn",3.3,10.3,79.2,3.0,402.9,yellow
4680,"Bar, muesli or snack, made from puffed rice, with chocolate flavour, chips or coating",2.6,10.8,74.9,29.9,388.475,yellow
4681,"Bar, muesli or snack, made from puffed rice, with chocolate flavour, chips or coating, added vitamins B1, B2, B3, C & folate, Fe, & Zn",4.2,14.3,74.6,34.9,425.25,yellow
4682,"Bar, muesli or snack, made from puffed rice, with yoghurt flavour coating, added vitamins B1, B2, B3, C & folate, Fe, & Zn",3.7,13.7,75.8,34.2,422.35,yellow
4683,"Bar, snack style, chocolate flavour, space stick",11.5,16.4,60.6,28.8,420.85,yellow
4684,"Bar, snack style, chocolate fortified cereal, milk solids",6.2,5.4,7.2,3.0,100.4,green
4685,"Bar, muesli or snack, not further defined",6.6,12.4,65.1,23.2,382.125,yellow
4686,Amino acid or creatine powder,9.8,0.0,0.0,0.0,39.2,green
4687,"Amino acid or creatine drink, prepared from dry powder with water or milk",3.6,1.1,2.7,2.7,34.425,green
4688,"Bar, high protein, chocolate flavour, reduced carbohydrate, commercial",34.2,14.8,4.1,0.9,285.375,yellow
4689,"Bar, high protein, reduced carbohydrate, fortified, caffeinated, commercial",35.7,1.2,25.1,3.3,247.72500000000002,yellow
4690,"Bar, meal replacement, fortified",24.5,10.3,45.9,18.9,362.825,yellow
4691,"Bar, nutrition, energy or snack",9.7,16.5,50.8,24.1,377.8,yellow
4692,"Bar or biscuit, high protein, chocolate flavour, commercial",27.7,6.4,5.3,1.8,188.275,green
4693,"Beverage, medical or special purpose, added vitamins & minerals",3.4,0.0,25.9,14.7,110.725,green
4694,"Beverage, water based, thickened, with caffeine",0.1,0.0,0.4,0.4,1.9,green
4695,"Gel, energy, caffeinated, all flavours",0.0,0.0,6.5,2.4,24.375,green
4696,"Meal replacement powder, coffee flavour",32.9,0.4,56.7,47.3,347.825,yellow
4697,"Meal replacement powder, coffee flavour, added fibre",32.5,3.6,44.9,35.8,330.775,yellow
4698,"Meal replacement drink, coffee flavour, prepared with milk, any type",9.4,2.2,15.8,13.5,116.65,green
4699,"Meal replacement drink, coffee flavour, prepared with water",6.8,0.8,11.7,9.8,78.275,green
4700,"Meal replacement drink, coffee flavour (Optislim), prepared with water",6.7,2.1,8.5,7.9,77.575,green
4701,"Meal replacement drink, coffee flavour, added fibre, prepared with milk, any type",8.4,0.2,12.2,10.3,81.15,green
4702,"Meal replacement drink, coffee flavour, added fibre, prepared with water",5.6,0.6,7.8,6.2,57.05,green
4703,"Meal replacement powder, non-coffee flavour",32.9,0.4,56.7,47.3,347.825,yellow
4704,"Meal replacement powder, non-coffee flavours, added fibre",32.5,3.6,44.9,35.8,330.775,yellow
4705,"Meal replacement powder, non-coffee flavour, fortified (Optislim)",33.4,10.5,42.7,39.7,388.225,yellow
4706,"Meal replacement drink, non-coffee flavour, prepared with milk, any type",9.4,2.2,15.8,13.6,116.65,green
4707,"Meal replacement drink, non-coffee flavour, prepared with water",6.8,0.8,11.7,9.8,78.275,green
4708,"Meal replacement drink, non-coffee flavour (Optislim), prepared with water",6.7,2.1,8.5,7.9,77.575,green
4709,"Meal replacement drink, non-coffee flavours, added fibre, prepared with milk, any type",8.3,0.2,12.2,10.2,80.75,green
4710,"Meal replacement drink, non-coffee flavours, added fibre, prepared with water",5.6,0.6,7.8,6.2,57.05,green
4711,"Oral supplement powder, chocolate flavour, fortified (Sustagen Hospital)",2.3,2.5,6.5,38.5,56.075,green
4712,"Oral supplement powder, chocolate flavour, fortified (Sustagen Everyday)",19.2,1.4,7.3,5.4,116.77499999999999,green
4713,"Oral supplement beverage, chocolate flavour, fortified (Sustagen Hospital), prepared with regular fat milk",7.8,3.2,19.3,13.3,132.375,green
4714,"Oral supplement beverage, chocolate flavour, fortified (Sustagen Hospital), prepared with water",5.3,0.6,1.5,8.9,32.224999999999994,green
4715,"Oral supplement beverage, chocolate flavour, fortified (Sustagen Everyday), prepared with cow's milk",4.9,2.2,11.6,9.9,82.9,green
4716,"Oral supplement powder, vanilla flavour, fortified (Sustagen Hospital)",2.3,2.5,6.5,38.5,56.075,green
4717,"Oral supplement powder, vanilla flavour, children's formulation, fortified (Sustagen Kid Essentials)",13.9,18.3,62.2,2.1,453.55,yellow
4718,"Oral supplement beverage, vanilla flavour, fortified (Sustagen Hospital), prepared with regular fat milk",7.8,3.2,19.3,13.3,132.375,green
4719,"Oral supplement beverage, vanilla flavour, fortified (Sustagen Kid Essentials), prepared with regular fat milk",5.5,6.4,17.4,0.9,144.85,green
4720,"Oral supplement beverage, vanilla flavour, fortified (Sustagen Hospital), prepared with water",5.3,0.6,1.5,8.9,32.224999999999994,green
4721,"Oral supplement powder, Ensure",16.2,14.2,58.3,2.1,411.225,yellow
4722,"Oral supplement beverage, Ensure, prepared with water or milk",3.5,2.7,9.4,0.5,73.55,green
4723,"Protein powder, whey based, protein > 70%, reduced carbohydrate, fortified, caffeinated",74.8,3.6,4.4,3.1,348.09999999999997,yellow
4724,"Protein drink, whey based, protein >70%, reduced carbohydrate, fortified, prepared with water",7.7,0.4,0.5,0.3,36.275,green
4725,"Protein powder, protein >70%, caffeinated",79.5,3.1,7.5,1.7,374.025,yellow
4726,"Protein drink, protein >70%, caffeinated, prepared with water",13.2,0.5,1.2,0.3,61.8,green
4727,"Protein powder, protein 45%, unfortified",41.4,6.9,46.4,12.4,401.7,yellow
4728,"Protein drink, protein 45%, unfortified, prepared with milk, any type",11.5,2.8,14.3,6.6,124.825,green
4729,"Protein drink, protein 45%, unfortified, prepared with water",9.1,1.5,10.2,2.7,88.15,green
4730,"Protein powder, protein 45%, fortified",46.8,3.3,37.5,22.1,357.525,yellow
4731,"Protein drink, protein 45%, fortified, prepared with milk, any type",13.2,2.1,12.7,8.9,119.325,green
4732,"Protein drink, protein 45%, fortified, prepared with water",10.8,0.8,8.7,5.1,83.025,green
4733,"Protein powder, protein 45%, reduced sugars, fortified",47.4,7.9,33.7,4.7,387.075,yellow
4734,"Protein drink, protein 45%, reduced sugars, fortified, prepared with water",6.5,1.1,4.6,0.6,53.15,green
4735,"Protein powder, protein 45%, fortified, caffeinated",46.8,3.3,37.5,22.1,357.525,yellow
4736,"Protein drink, protein 45%, fortified, caffeinated, prepared with milk, any type",0.7,1.9,8.2,6.5,50.64999999999999,green
4737,"Protein drink, protein 45%, fortified, caffeinated, prepared with water",5.2,0.4,4.2,2.5,40.150000000000006,green
4738,"Protein powder, protein 30%, fortified",2.8,1.8,64.8,2.1,270.4,yellow
4739,"Protein drink, protein 30%, fortified, prepared with milk, any type",8.2,1.7,1.7,4.5,54.474999999999994,green
4740,"Protein drink, protein 30%, fortified, prepared with water",5.4,0.3,12.5,0.4,71.175,green
4741,"Protein powder, protein 25%, unfortified",22.8,3.8,67.8,10.8,379.65,yellow
4742,"Protein powder, protein 20%, fortified, caffeinated",2.0,3.3,60.1,22.1,263.075,yellow
4743,"Protein drink, protein 20%, fortified, caffeinated, prepared with water",0.9,0.1,2.7,0.1,14.625,green
4744,"Powder, medical or special purpose, added vitamins & minerals",0.0,2.3,7.0,0.0,46.95,green
4745,"Protein powder, soy based, protein > 70%, unfortified",76.4,0.5,9.3,6.3,344.975,yellow
4746,"Protein drink, soy based, protein >70%, unfortified, prepared from dry powder with milk, any type",11.1,1.6,5.9,5.2,80.925,green
4747,"Protein powder, whey based, protein > 70%, unfortified",79.5,3.1,7.5,1.7,374.025,yellow
4748,"Protein drink, whey based, protein >70%, unfortified, prepared from dry powder with milk, any type",12.1,1.9,5.8,4.7,87.25,green
4749,"Protein drink, whey based, protein >70%, unfortified, prepared from dry powder with soy milk",13.8,2.1,5.2,2.3,93.60000000000001,green
4750,"Protein drink, whey based, protein >70%, unfortified, prepared from dry powder with water",9.3,0.4,0.9,0.2,44.175000000000004,green
4751,"Protein powder, whey based, protein > 70%, fortified",74.4,0.5,13.5,0.9,352.725,yellow
4752,"Protein drink, whey based, protein >70%, fortified, prepared with milk, any type",1.5,2.3,6.8,5.7,52.2,green
4753,"Protein drink, whey based, protein >70%, fortified, prepared with juice",12.8,0.8,7.9,7.1,88.025,green
4754,"Protein drink, whey based, protein >70%, fortified, prepared with water",12.4,0.8,2.2,1.5,65.05000000000001,green
4755,"Protein or meal replacement powder, not further defined, dry powder only",5.5,4.2,29.3,18.4,169.675,green
4756,"Protein or meal replacement powder, not further defined, prepared with milk, any type",10.6,2.1,8.8,6.9,94.3,green
4757,"Protein or meal replacement powder, not further defined, prepared with water",7.6,0.6,0.4,2.5,37.3,green
4758,"Sports supplement, cows milk, flavoured, chocolate, reduced fat, added protein",0.8,0.5,7.6,5.9,36.2,green
4759,"Vegetable and/or fruit blend, dry powder",32.1,5.8,13.7,2.8,231.975,yellow
4760,"Vegetable &/or fruit blend, prepared from dry powder with water",0.5,0.1,0.2,0.0,3.65,green
4761,"Very low energy diet powder, chicken or vegetable soup, fortified (Optifast)",36.1,6.8,39.4,19.4,353.35,yellow
4762,"Very low energy diet soup, chicken or vegetable fortified (Optifast), prepared with water",6.8,1.3,7.4,3.6,66.65,green
4763,"Very low energy diet powder, chocolate flavour, fortified (Optifast)",43.3,5.8,37.6,2.3,366.4,yellow
4764,"Very low energy diet drink, chocolate flavour, fortified (Optifast), prepared with milk, any type",9.9,2.4,10.7,0.8,101.325,green
4765,"Very low energy diet drink, chocolate flavour, fortified (Optifast), prepared with water",7.2,0.1,6.3,3.8,53.325,green
4766,"Very low energy diet powder, coffee flavour, fortified (Optifast)",32.4,8.3,41.7,3.0,360.675,yellow
4767,"Very low energy diet powder, coffee flavour, fortified (Optislim)",33.4,10.5,42.7,39.7,388.225,yellow
4768,"Very low energy diet drink, coffee flavour, fortified (Optifast), prepared with water or milk, any type",8.1,2.4,10.9,8.3,94.875,green
4769,"Very low energy diet drink, coffee flavour, fortified (Opitfast), prepared with water",6.9,1.8,8.9,6.4,77.175,green
4770,"Very low energy diet powder, vanilla flavour, fortified (Optifast)",43.3,5.8,37.6,2.3,366.4,yellow
4771,"Very low energy diet drink, vanilla flavour, fortified (Optifast), prepared with milk, any type",9.9,2.4,10.7,0.8,101.325,green
4772,"Very low energy diet drink, vanilla flavour, fortified (Optifast), prepared with water",7.2,0.1,6.3,3.8,53.325,green
4773,"Very low energy diet powder, strawberry flavour, fortified (Optifast)",32.4,8.3,41.7,3.0,360.675,yellow
4774,"Very low energy diet drink, strawberry flavour, fortified (Optifast), prepared with water or milk, any type",8.1,2.4,10.9,8.3,94.875,green
4775,"Beetroot crisps or chips, plain, salted",6.5,33.6,45.6,45.6,499.40000000000003,yellow
4776,"Chip or crisp, soy",6.2,26.7,53.2,5.1,464.59999999999997,yellow
4777,"Corn chips, cheese flavoured, salted",7.1,27.3,53.1,1.3,473.225,yellow
4778,"Corn chips, other flavours, salted",7.1,27.3,53.1,1.3,473.225,yellow
4779,"Corn chips, plain, toasted, no added salt",7.2,27.9,54.2,2.6,483.15,yellow
4780,"Corn chips, plain toasted, salted",7.2,26.3,5.3,0.6,285.375,yellow
4781,"Corn chips, puffed, plain, salted",4.2,31.8,57.8,3.2,519.75,yellow
4782,"Corn chips, not further defined",7.1,26.8,5.3,0.1,289.475,yellow
4783,"Extruded snack, cheese flavoured",8.8,27.4,53.5,2.5,482.425,yellow
4784,"Extruded snack, non-cheese flavoured",7.3,28.8,54.2,1.2,491.65,yellow
